Row: 0 originalAllDay=NULL, account_type=com.android.huawei.phone, exrule=NULL, kv_synced_watch=0, mutators=com.android.providers.calendar, originalInstanceTime=NULL, allDay=0, allowedReminders=0,1, rrule=NULL, hwext_alert_type=0, event_time_stamp=1653530305124, location_longitude=c37d19942d3df9dfb1052d7eb1571ed6, canOrganizerRespond=1, lastDate=1614151800000, visible=1, calendar_id=1, hasExtendedProperties=1, calendar_access_level=700, selfAttendeeStatus=0, version=8, allowedAvailability=0,1, eventColor_index=NULL, isOrganizer=1, _sync_id=NULL, event_image_type=NULL, calendar_color_index=NULL, _id=1, guestsCanInviteOthers=1, allowedAttendeeTypes=0,1,2, dtstart=1614148200000, guestsCanSeeGuests=1, sync_data9=NULL, sync_data8=NULL, exdate=NULL, sync_data7=NULL, sync_data6=NULL, sync_data1=NULL, event_create_source=0, description=NULL, eventTimezone=Asia/Shanghai, availability=0, title=北大口腔医院, ownerAccount=Phone, sync_data5=NULL, sync_data4=NULL, sync_data3=NULL, sync_data2=NULL, duration=NULL, event_calendar_type=0, lastSynced=0, guestsCanModify=0, cal_sync3=NULL, rdate=NULL, cal_sync2=NULL, maxReminders=5, isPrimary=1, cal_sync1=NULL, cal_sync10=NULL, account_name=Phone, cal_sync7=NULL, cal_sync6=NULL, cal_sync5=NULL, important_event_type=0, cal_sync4=NULL, calendar_color=-12213274, cal_sync9=NULL, cal_sync8=NULL, dirty=0, calendar_timezone=Asia/Shanghai, accessLevel=0, eventLocation=NULL, location_latitude=c37d19942d3df9dfb1052d7eb1571ed6, event_uuid=dfae9f50-f2d2-49e1-9e78-e70d70b57363, hasAlarm=1, uid2445=NULL, third_party_phone_syncid=NULL, deleted=0, eventColor=NULL, organizer=Phone, eventStatus=1, customAppUri=NULL, canModifyTimeZone=1, eventEndTimezone=NULL, customAppPackage=NULL, original_sync_id=NULL, hasAttendeeData=1, displayColor=-12213274, dtend=1614151800000, original_id=NULL, attachment_count=0, sync_data10=2911613973787319575, calendar_displayName=Phone
Row: 177 originalAllDay=NULL, account_type=com.android.huawei.phone, exrule=NULL, kv_synced_watch=0, mutators=NULL, originalInstanceTime=NULL, allDay=0, allowedReminders=0,1, rrule=NULL, hwext_alert_type=0, event_time_stamp=1715329378667, location_longitude=NULL, canOrganizerRespond=1, lastDate=1714469400000, visible=1, calendar_id=1, hasExtendedProperties=0, calendar_access_level=700, selfAttendeeStatus=0, version=5, allowedAvailability=0,1, eventColor_index=NULL, isOrganizer=1, _sync_id=NULL, event_image_type=NULL, calendar_color_index=NULL, _id=210, guestsCanInviteOthers=1, allowedAttendeeTypes=0,1,2, dtstart=1714465800000, guestsCanSeeGuests=1, sync_data9=NULL, sync_data8=NULL, exdate=NULL, sync_data7=NULL, sync_data6=NULL, sync_data1=NULL, event_create_source=0, description=NULL, eventTimezone=Asia/Shanghai, availability=0, title=提测水果闯关王, ownerAccount=Phone, sync_data5=NULL, sync_data4=NULL, sync_data3=NULL, sync_data2=NULL, duration=NULL, event_calendar_type=0, lastSynced=0, guestsCanModify=0, cal_sync3=NULL, rdate=NULL, cal_sync2=NULL, maxReminders=5, isPrimary=1, cal_sync1=NULL, cal_sync10=NULL, account_name=Phone, cal_sync7=NULL, cal_sync6=NULL, cal_sync5=NULL, important_event_type=0, cal_sync4=NULL, calendar_color=-12213274, cal_sync9=NULL, cal_sync8=NULL, dirty=0, calendar_timezone=Asia/Shanghai, accessLevel=0, eventLocation=NULL, location_latitude=NULL, event_uuid=6d0a27e1-431c-4e88-bdb6-078bf08eed21, hasAlarm=1, uid2445=NULL, third_party_phone_syncid=NULL, deleted=0, eventColor=NULL, organizer=Phone, eventStatus=1, customAppUri=NULL, canModifyTimeZone=1, eventEndTimezone=NULL, customAppPackage=NULL, original_sync_id=NULL, hasAttendeeData=1, displayColor=-12213274, dtend=1714469400000, original_id=NULL, attachment_count=0, sync_data10=Fks8F-tuRjKIUHR2QG1dPsZvbWuPqEZki, calendar_displayName=Phone
Row: 178 originalAllDay=NULL, account_type=com.android.huawei.phone, exrule=NULL, kv_synced_watch=0, mutators=NULL, originalInstanceTime=NULL, allDay=0, allowedReminders=0,1, rrule=NULL, hwext_alert_type=0, event_time_stamp=1715329453940, location_longitude=NULL, canOrganizerRespond=1, lastDate=1715247000000, visible=1, calendar_id=1, hasExtendedProperties=0, calendar_access_level=700, selfAttendeeStatus=0, version=3, allowedAvailability=0,1, eventColor_index=NULL, isOrganizer=1, _sync_id=NULL, event_image_type=NULL, calendar_color_index=NULL, _id=212, guestsCanInviteOthers=1, allowedAttendeeTypes=0,1,2, dtstart=1715243400000, guestsCanSeeGuests=1, sync_data9=NULL, sync_data8=NULL, exdate=NULL, sync_data7=NULL, sync_data6=NULL, sync_data1=NULL, event_create_source=0, description=NULL, eventTimezone=Asia/Shanghai, availability=0, title=开局一根绳提测, ownerAccount=Phone, sync_data5=NULL, sync_data4=NULL, sync_data3=NULL, sync_data2=NULL, duration=NULL, event_calendar_type=0, lastSynced=0, guestsCanModify=0, cal_sync3=NULL, rdate=NULL, cal_sync2=NULL, maxReminders=5, isPrimary=1, cal_sync1=NULL, cal_sync10=NULL, account_name=Phone, cal_sync7=NULL, cal_sync6=NULL, cal_sync5=NULL, important_event_type=0, cal_sync4=NULL, calendar_color=-12213274, cal_sync9=NULL, cal_sync8=NULL, dirty=0, calendar_timezone=Asia/Shanghai, accessLevel=0, eventLocation=NULL, location_latitude=NULL, event_uuid=a57e6f49-2710-46f1-b646-a926fd85b3ce, hasAlarm=1, uid2445=NULL, third_party_phone_syncid=NULL, deleted=0, eventColor=NULL, organizer=Phone, eventStatus=1, customAppUri=NULL, canModifyTimeZone=1, eventEndTimezone=NULL, customAppPackage=NULL, original_sync_id=NULL, hasAttendeeData=1, displayColor=-12213274, dtend=1715247000000, original_id=NULL, attachment_count=0, sync_data10=FtB4Od8ipbi3Qaxqq0DtJWL0KUW75KXut, calendar_displayName=Phone
Row: 179 originalAllDay=NULL, account_type=com.android.huawei.phone, exrule=NULL, kv_synced_watch=0, mutators=NULL, originalInstanceTime=NULL, allDay=0, allowedReminders=0,1, rrule=NULL, hwext_alert_type=0, event_time_stamp=1715344573773, location_longitude=NULL, canOrganizerRespond=1, lastDate=1715436000000, visible=1, calendar_id=1, hasExtendedProperties=0, calendar_access_level=700, selfAttendeeStatus=0, version=3, allowedAvailability=0,1, eventColor_index=NULL, isOrganizer=1, _sync_id=NULL, event_image_type=NULL, calendar_color_index=NULL, _id=214, guestsCanInviteOthers=1, allowedAttendeeTypes=0,1,2, dtstart=1715432400000, guestsCanSeeGuests=1, sync_data9=NULL, sync_data8=NULL, exdate=NULL, sync_data7=NULL, sync_data6=NULL, sync_data1=NULL, event_create_source=0, description=NULL, eventTimezone=Asia/Shanghai, availability=0, title=水果闯关王封板, ownerAccount=Phone, sync_data5=NULL, sync_data4=NULL, sync_data3=NULL, sync_data2=NULL, duration=NULL, event_calendar_type=0, lastSynced=0, guestsCanModify=0, cal_sync3=NULL, rdate=NULL, cal_sync2=NULL, maxReminders=5, isPrimary=1, cal_sync1=NULL, cal_sync10=NULL, account_name=Phone, cal_sync7=NULL, cal_sync6=NULL, cal_sync5=NULL, important_event_type=0, cal_sync4=NULL, calendar_color=-12213274, cal_sync9=NULL, cal_sync8=NULL, dirty=0, calendar_timezone=Asia/Shanghai, accessLevel=0, eventLocation=NULL, location_latitude=NULL, event_uuid=75fb1ce2-d576-484b-ab68-6b2e67312c69, hasAlarm=1, uid2445=NULL, third_party_phone_syncid=NULL, deleted=0, eventColor=NULL, organizer=Phone, eventStatus=1, customAppUri=NULL, canModifyTimeZone=1, eventEndTimezone=NULL, customAppPackage=NULL, original_sync_id=NULL, hasAttendeeData=1, displayColor=-12213274, dtend=1715436000000, original_id=NULL, attachment_count=0, sync_data10=FqueOrA9XGY-qqKvEMxdEbqPz0bU-1wwP, calendar_displayName=Phone
Row: 180 originalAllDay=NULL, account_type=com.android.huawei.phone, exrule=NULL, kv_synced_watch=0, mutators=NULL, originalInstanceTime=NULL, allDay=0, allowedReminders=0,1, rrule=NULL, hwext_alert_type=0, event_time_stamp=1715584422990, location_longitude=NULL, canOrganizerRespond=1, lastDate=1715610600000, visible=1, calendar_id=1, hasExtendedProperties=0, calendar_access_level=700, selfAttendeeStatus=0, version=3, allowedAvailability=0,1, eventColor_index=NULL, isOrganizer=1, _sync_id=NULL, event_image_type=NULL, calendar_color_index=NULL, _id=216, guestsCanInviteOthers=1, allowedAttendeeTypes=0,1,2, dtstart=1715585400000, guestsCanSeeGuests=1, sync_data9=NULL, sync_data8=NULL, exdate=NULL, sync_data7=NULL, sync_data6=NULL, sync_data1=NULL, event_create_source=0, description=NULL, eventTimezone=Asia/Shanghai, availability=0, title=拍学历照片, ownerAccount=Phone, sync_data5=NULL, sync_data4=NULL, sync_data3=NULL, sync_data2=NULL, duration=NULL, event_calendar_type=0, lastSynced=0, guestsCanModify=0, cal_sync3=NULL, rdate=NULL, cal_sync2=NULL, maxReminders=5, isPrimary=1, cal_sync1=NULL, cal_sync10=NULL, account_name=Phone, cal_sync7=NULL, cal_sync6=NULL, cal_sync5=NULL, important_event_type=0, cal_sync4=NULL, calendar_color=-12213274, cal_sync9=NULL, cal_sync8=NULL, dirty=0, calendar_timezone=Asia/Shanghai, accessLevel=0, eventLocation=NULL, location_latitude=NULL, event_uuid=8e363835-2802-4fc8-9420-6b7ed372f8e4, hasAlarm=1, uid2445=NULL, third_party_phone_syncid=NULL, deleted=0, eventColor=NULL, organizer=Phone, eventStatus=1, customAppUri=NULL, canModifyTimeZone=1, eventEndTimezone=NULL, customAppPackage=NULL, original_sync_id=NULL, hasAttendeeData=1, displayColor=-12213274, dtend=1715610600000, original_id=NULL, attachment_count=0, sync_data10=FpcXmZfwFrNlvBVWtVolHl6zRuXzNhblZ, calendar_displayName=Phone
Row: 181 originalAllDay=NULL, account_type=com.android.huawei.phone, exrule=NULL, kv_synced_watch=0, mutators=NULL, originalInstanceTime=NULL, allDay=0, allowedReminders=0,1, rrule=NULL, hwext_alert_type=0, event_time_stamp=1716947241545, location_longitude=NULL, canOrganizerRespond=1, lastDate=1716865200000, visible=1, calendar_id=1, hasExtendedProperties=0, calendar_access_level=700, selfAttendeeStatus=0, version=3, allowedAvailability=0,1, eventColor_index=NULL, isOrganizer=1, _sync_id=NULL, event_image_type=NULL, calendar_color_index=NULL, _id=218, guestsCanInviteOthers=1, allowedAttendeeTypes=0,1,2, dtstart=1716861600000, guestsCanSeeGuests=1, sync_data9=NULL, sync_data8=NULL, exdate=NULL, sync_data7=NULL, sync_data6=NULL, sync_data1=NULL, event_create_source=0, description=NULL, eventTimezone=Asia/Shanghai, availability=0, title=点球成金提测, ownerAccount=Phone, sync_data5=NULL, sync_data4=NULL, sync_data3=NULL, sync_data2=NULL, duration=NULL, event_calendar_type=0, lastSynced=0, guestsCanModify=0, cal_sync3=NULL, rdate=NULL, cal_sync2=NULL, maxReminders=5, isPrimary=1, cal_sync1=NULL, cal_sync10=NULL, account_name=Phone, cal_sync7=NULL, cal_sync6=NULL, cal_sync5=NULL, important_event_type=0, cal_sync4=NULL, calendar_color=-12213274, cal_sync9=NULL, cal_sync8=NULL, dirty=0, calendar_timezone=Asia/Shanghai, accessLevel=0, eventLocation=NULL, location_latitude=NULL, event_uuid=4535d42a-c3dc-487e-92e7-189d844435a4, hasAlarm=1, uid2445=NULL, third_party_phone_syncid=NULL, deleted=0, eventColor=NULL, organizer=Phone, eventStatus=1, customAppUri=NULL, canModifyTimeZone=1, eventEndTimezone=NULL, customAppPackage=NULL, original_sync_id=NULL, hasAttendeeData=1, displayColor=-12213274, dtend=1716865200000, original_id=NULL, attachment_count=0, sync_data10=Fg4ccqMzDxQlZiaNb4MdCHIqTQ7H9Q9CJ, calendar_displayName=Phone
Row: 182 originalAllDay=NULL, account_type=com.android.huawei.phone, exrule=NULL, kv_synced_watch=0, mutators=NULL, originalInstanceTime=NULL, allDay=0, allowedReminders=0,1, rrule=NULL, hwext_alert_type=0, event_time_stamp=1717039498862, location_longitude=NULL, canOrganizerRespond=1, lastDate=1717129800000, visible=1, calendar_id=1, hasExtendedProperties=0, calendar_access_level=700, selfAttendeeStatus=0, version=3, allowedAvailability=0,1, eventColor_index=NULL, isOrganizer=1, _sync_id=NULL, event_image_type=NULL, calendar_color_index=NULL, _id=220, guestsCanInviteOthers=1, allowedAttendeeTypes=0,1,2, dtstart=1717126200000, guestsCanSeeGuests=1, sync_data9=NULL, sync_data8=NULL, exdate=NULL, sync_data7=NULL, sync_data6=NULL, sync_data1=NULL, event_create_source=0, description=NULL, eventTimezone=Asia/Shanghai, availability=0, title=最强麻将提测, ownerAccount=Phone, sync_data5=NULL, sync_data4=NULL, sync_data3=NULL, sync_data2=NULL, duration=NULL, event_calendar_type=0, lastSynced=0, guestsCanModify=0, cal_sync3=NULL, rdate=NULL, cal_sync2=NULL, maxReminders=5, isPrimary=1, cal_sync1=NULL, cal_sync10=NULL, account_name=Phone, cal_sync7=NULL, cal_sync6=NULL, cal_sync5=NULL, important_event_type=0, cal_sync4=NULL, calendar_color=-12213274, cal_sync9=NULL, cal_sync8=NULL, dirty=0, calendar_timezone=Asia/Shanghai, accessLevel=0, eventLocation=NULL, location_latitude=NULL, event_uuid=6e4aa33c-288c-414d-9576-710469f88152, hasAlarm=1, uid2445=NULL, third_party_phone_syncid=NULL, deleted=0, eventColor=NULL, organizer=Phone, eventStatus=1, customAppUri=NULL, canModifyTimeZone=1, eventEndTimezone=NULL, customAppPackage=NULL, original_sync_id=NULL, hasAttendeeData=1, displayColor=-12213274, dtend=1717129800000, original_id=NULL, attachment_count=0, sync_data10=FpUWk9owRHsJVi9jpa-9Ft6xR---9kQtC, calendar_displayName=Phone
Row: 183 originalAllDay=NULL, account_type=com.android.huawei.phone, exrule=NULL, kv_synced_watch=0, mutators=NULL, originalInstanceTime=NULL, allDay=0, allowedReminders=0,1, rrule=NULL, hwext_alert_type=0, event_time_stamp=1719304409662, location_longitude=NULL, canOrganizerRespond=1, lastDate=1719482400000, visible=1, calendar_id=1, hasExtendedProperties=0, calendar_access_level=700, selfAttendeeStatus=0, version=3, allowedAvailability=0,1, eventColor_index=NULL, isOrganizer=1, _sync_id=NULL, event_image_type=NULL, calendar_color_index=NULL, _id=221, guestsCanInviteOthers=1, allowedAttendeeTypes=0,1,2, dtstart=1719478800000, guestsCanSeeGuests=1, sync_data9=NULL, sync_data8=NULL, exdate=NULL, sync_data7=NULL, sync_data6=NULL, sync_data1=NULL, event_create_source=0, description=NULL, eventTimezone=Asia/Shanghai, availability=0, title=开始用, ownerAccount=Phone, sync_data5=NULL, sync_data4=NULL, sync_data3=NULL, sync_data2=NULL, duration=NULL, event_calendar_type=0, lastSynced=0, guestsCanModify=0, cal_sync3=NULL, rdate=NULL, cal_sync2=NULL, maxReminders=5, isPrimary=1, cal_sync1=NULL, cal_sync10=NULL, account_name=Phone, cal_sync7=NULL, cal_sync6=NULL, cal_sync5=NULL, important_event_type=0, cal_sync4=NULL, calendar_color=-12213274, cal_sync9=NULL, cal_sync8=NULL, dirty=0, calendar_timezone=Asia/Shanghai, accessLevel=0, eventLocation=NULL, location_latitude=NULL, event_uuid=3f780e1f-918c-430b-aa10-8b5aacce74f4, hasAlarm=1, uid2445=NULL, third_party_phone_syncid=NULL, deleted=0, eventColor=NULL, organizer=Phone, eventStatus=1, customAppUri=NULL, canModifyTimeZone=1, eventEndTimezone=NULL, customAppPackage=NULL, original_sync_id=NULL, hasAttendeeData=1, displayColor=-12213274, dtend=1719482400000, original_id=NULL, attachment_count=0, sync_data10=FsBDm21vvhlmK0dlu-DRI37kEucJqb5PZ, calendar_displayName=Phone
Row: 184 originalAllDay=NULL, account_type=com.android.huawei.phone, exrule=NULL, kv_synced_watch=0, mutators=NULL, originalInstanceTime=NULL, allDay=0, allowedReminders=0,1, rrule=NULL, hwext_alert_type=0, event_time_stamp=1719486404565, location_longitude=NULL, canOrganizerRespond=1, lastDate=1722342600000, visible=1, calendar_id=1, hasExtendedProperties=0, calendar_access_level=700, selfAttendeeStatus=0, version=3, allowedAvailability=0,1, eventColor_index=NULL, isOrganizer=1, _sync_id=NULL, event_image_type=NULL, calendar_color_index=NULL, _id=222, guestsCanInviteOthers=1, allowedAttendeeTypes=0,1,2, dtstart=1722339000000, guestsCanSeeGuests=1, sync_data9=NULL, sync_data8=NULL, exdate=NULL, sync_data7=NULL, sync_data6=NULL, sync_data1=NULL, event_create_source=0, description=NULL, eventTimezone=Asia/Shanghai, availability=0, title=申雅琪生日, ownerAccount=Phone, sync_data5=NULL, sync_data4=NULL, sync_data3=NULL, sync_data2=NULL, duration=NULL, event_calendar_type=0, lastSynced=0, guestsCanModify=0, cal_sync3=NULL, rdate=NULL, cal_sync2=NULL, maxReminders=5, isPrimary=1, cal_sync1=NULL, cal_sync10=NULL, account_name=Phone, cal_sync7=NULL, cal_sync6=NULL, cal_sync5=NULL, important_event_type=0, cal_sync4=NULL, calendar_color=-12213274, cal_sync9=NULL, cal_sync8=NULL, dirty=0, calendar_timezone=Asia/Shanghai, accessLevel=0, eventLocation=NULL, location_latitude=NULL, event_uuid=1bd359ff-f5d6-4bbd-b169-7ca1ddf02099, hasAlarm=1, uid2445=NULL, third_party_phone_syncid=NULL, deleted=0, eventColor=NULL, organizer=Phone, eventStatus=1, customAppUri=NULL, canModifyTimeZone=1, eventEndTimezone=NULL, customAppPackage=NULL, original_sync_id=NULL, hasAttendeeData=1, displayColor=-12213274, dtend=1722342600000, original_id=NULL, attachment_count=0, sync_data10=FvYWWbUWeKuPp1M_97ZhOK7SRyXR0Hj9j, calendar_displayName=Phone
Row: 185 originalAllDay=NULL, account_type=com.android.huawei.phone, exrule=NULL, kv_synced_watch=0, mutators=NULL, originalInstanceTime=NULL, allDay=0, allowedReminders=0,1, rrule=NULL, hwext_alert_type=0, event_time_stamp=1719887611214, location_longitude=NULL, canOrganizerRespond=1, lastDate=1719972000000, visible=1, calendar_id=1, hasExtendedProperties=0, calendar_access_level=700, selfAttendeeStatus=0, version=3, allowedAvailability=0,1, eventColor_index=NULL, isOrganizer=1, _sync_id=NULL, event_image_type=NULL, calendar_color_index=NULL, _id=223, guestsCanInviteOthers=1, allowedAttendeeTypes=0,1,2, dtstart=1719968400000, guestsCanSeeGuests=1, sync_data9=NULL, sync_data8=NULL, exdate=NULL, sync_data7=NULL, sync_data6=NULL, sync_data1=NULL, event_create_source=0, description=NULL, eventTimezone=Asia/Shanghai, availability=0, title=拿身份证, ownerAccount=Phone, sync_data5=NULL, sync_data4=NULL, sync_data3=NULL, sync_data2=NULL, duration=NULL, event_calendar_type=0, lastSynced=0, guestsCanModify=0, cal_sync3=NULL, rdate=NULL, cal_sync2=NULL, maxReminders=5, isPrimary=1, cal_sync1=NULL, cal_sync10=NULL, account_name=Phone, cal_sync7=NULL, cal_sync6=NULL, cal_sync5=NULL, important_event_type=0, cal_sync4=NULL, calendar_color=-12213274, cal_sync9=NULL, cal_sync8=NULL, dirty=0, calendar_timezone=Asia/Shanghai, accessLevel=0, eventLocation=NULL, location_latitude=NULL, event_uuid=5c219946-0c8d-4438-9066-d157bf6210fa, hasAlarm=1, uid2445=NULL, third_party_phone_syncid=NULL, deleted=0, eventColor=NULL, organizer=Phone, eventStatus=1, customAppUri=NULL, canModifyTimeZone=1, eventEndTimezone=NULL, customAppPackage=NULL, original_sync_id=NULL, hasAttendeeData=1, displayColor=-12213274, dtend=1719972000000, original_id=NULL, attachment_count=0, sync_data10=Fo45ERtRpwJicDARhH8JCUaqaG1_l6dUY, calendar_displayName=Phone
Row: 186 originalAllDay=NULL, account_type=com.android.huawei.phone, exrule=NULL, kv_synced_watch=0, mutators=NULL, originalInstanceTime=NULL, allDay=0, allowedReminders=0,1, rrule=NULL, hwext_alert_type=0, event_time_stamp=1719903564133, location_longitude=NULL, canOrganizerRespond=1, lastDate=1720684800000, visible=1, calendar_id=1, hasExtendedProperties=0, calendar_access_level=700, selfAttendeeStatus=0, version=3, allowedAvailability=0,1, eventColor_index=NULL, isOrganizer=1, _sync_id=NULL, event_image_type=NULL, calendar_color_index=NULL, _id=224, guestsCanInviteOthers=1, allowedAttendeeTypes=0,1,2, dtstart=1720681200000, guestsCanSeeGuests=1, sync_data9=NULL, sync_data8=NULL, exdate=NULL, sync_data7=NULL, sync_data6=NULL, sync_data1=NULL, event_create_source=0, description=NULL, eventTimezone=Asia/Shanghai, availability=0, title=螺丝海外二类, ownerAccount=Phone, sync_data5=NULL, sync_data4=NULL, sync_data3=NULL, sync_data2=NULL, duration=NULL, event_calendar_type=0, lastSynced=0, guestsCanModify=0, cal_sync3=NULL, rdate=NULL, cal_sync2=NULL, maxReminders=5, isPrimary=1, cal_sync1=NULL, cal_sync10=NULL, account_name=Phone, cal_sync7=NULL, cal_sync6=NULL, cal_sync5=NULL, important_event_type=0, cal_sync4=NULL, calendar_color=-12213274, cal_sync9=NULL, cal_sync8=NULL, dirty=0, calendar_timezone=Asia/Shanghai, accessLevel=0, eventLocation=NULL, location_latitude=NULL, event_uuid=f4b2f3ca-6a53-4882-b219-d5f91e00f95b, hasAlarm=1, uid2445=NULL, third_party_phone_syncid=NULL, deleted=0, eventColor=NULL, organizer=Phone, eventStatus=1, customAppUri=NULL, canModifyTimeZone=1, eventEndTimezone=NULL, customAppPackage=NULL, original_sync_id=NULL, hasAttendeeData=1, displayColor=-12213274, dtend=1720684800000, original_id=NULL, attachment_count=0, sync_data10=FlkaXOqjnFc8fOseoW5xBVJ9SyCOZZwBP, calendar_displayName=Phone
Row: 187 originalAllDay=NULL, account_type=com.android.huawei.phone, exrule=NULL, kv_synced_watch=0, mutators=NULL, originalInstanceTime=NULL, allDay=0, allowedReminders=0,1, rrule=NULL, hwext_alert_type=0, event_time_stamp=1723772600820, location_longitude=NULL, canOrganizerRespond=1, lastDate=1724986800000, visible=1, calendar_id=1, hasExtendedProperties=0, calendar_access_level=700, selfAttendeeStatus=0, version=3, allowedAvailability=0,1, eventColor_index=NULL, isOrganizer=1, _sync_id=NULL, event_image_type=NULL, calendar_color_index=NULL, _id=227, guestsCanInviteOthers=1, allowedAttendeeTypes=0,1,2, dtstart=1724983200000, guestsCanSeeGuests=1, sync_data9=NULL, sync_data8=NULL, exdate=NULL, sync_data7=NULL, sync_data6=NULL, sync_data1=NULL, event_create_source=0, description=NULL, eventTimezone=Asia/Shanghai, availability=0, title=约号把该检查的检查, ownerAccount=Phone, sync_data5=NULL, sync_data4=NULL, sync_data3=NULL, sync_data2=NULL, duration=NULL, event_calendar_type=0, lastSynced=0, guestsCanModify=0, cal_sync3=NULL, rdate=NULL, cal_sync2=NULL, maxReminders=5, isPrimary=1, cal_sync1=NULL, cal_sync10=NULL, account_name=Phone, cal_sync7=NULL, cal_sync6=NULL, cal_sync5=NULL, important_event_type=0, cal_sync4=NULL, calendar_color=-12213274, cal_sync9=NULL, cal_sync8=NULL, dirty=0, calendar_timezone=Asia/Shanghai, accessLevel=0, eventLocation=NULL, location_latitude=NULL, event_uuid=7aa245bf-35ad-4527-b3bb-31e75088b269, hasAlarm=1, uid2445=NULL, third_party_phone_syncid=NULL, deleted=0, eventColor=NULL, organizer=Phone, eventStatus=1, customAppUri=NULL, canModifyTimeZone=1, eventEndTimezone=NULL, customAppPackage=NULL, original_sync_id=NULL, hasAttendeeData=1, displayColor=-12213274, dtend=1724986800000, original_id=NULL, attachment_count=0, sync_data10=FuvYd-LJFTsfBGoM-xRFNDbPiQuGDxVtH, calendar_displayName=Phone
Row: 188 originalAllDay=NULL, account_type=com.android.huawei.phone, exrule=NULL, kv_synced_watch=0, mutators=NULL, originalInstanceTime=NULL, allDay=0, allowedReminders=0,1, rrule=NULL, hwext_alert_type=0, event_time_stamp=1727066956952, location_longitude=NULL, canOrganizerRespond=1, lastDate=1724652000000, visible=1, calendar_id=1, hasExtendedProperties=0, calendar_access_level=700, selfAttendeeStatus=0, version=3, allowedAvailability=0,1, eventColor_index=NULL, isOrganizer=1, _sync_id=NULL, event_image_type=NULL, calendar_color_index=NULL, _id=228, guestsCanInviteOthers=1, allowedAttendeeTypes=0,1,2, dtstart=1724648400000, guestsCanSeeGuests=1, sync_data9=NULL, sync_data8=NULL, exdate=NULL, sync_data7=NULL, sync_data6=NULL, sync_data1=NULL, event_create_source=0, description=NULL, eventTimezone=Asia/Shanghai, availability=0, title=交付链家第一天, ownerAccount=Phone, sync_data5=NULL, sync_data4=NULL, sync_data3=NULL, sync_data2=NULL, duration=NULL, event_calendar_type=0, lastSynced=0, guestsCanModify=0, cal_sync3=NULL, rdate=NULL, cal_sync2=NULL, maxReminders=5, isPrimary=1, cal_sync1=NULL, cal_sync10=NULL, account_name=Phone, cal_sync7=NULL, cal_sync6=NULL, cal_sync5=NULL, important_event_type=0, cal_sync4=NULL, calendar_color=-12213274, cal_sync9=NULL, cal_sync8=NULL, dirty=0, calendar_timezone=Asia/Shanghai, accessLevel=0, eventLocation=NULL, location_latitude=NULL, event_uuid=de92d78f-f480-4ef3-981c-fc3b27aa7be3, hasAlarm=1, uid2445=NULL, third_party_phone_syncid=NULL, deleted=0, eventColor=NULL, organizer=Phone, eventStatus=1, customAppUri=NULL, canModifyTimeZone=1, eventEndTimezone=NULL, customAppPackage=NULL, original_sync_id=NULL, hasAttendeeData=1, displayColor=-12213274, dtend=1724652000000, original_id=NULL, attachment_count=0, sync_data10=FqOC0HkpOqayiNHCV-i9CFKH06wd7zrws, calendar_displayName=Phone
Row: 189 originalAllDay=NULL, account_type=com.android.huawei.phone, exrule=NULL, kv_synced_watch=0, mutators=NULL, originalInstanceTime=NULL, allDay=0, allowedReminders=0,1, rrule=NULL, hwext_alert_type=0, event_time_stamp=1727840926149, location_longitude=NULL, canOrganizerRespond=1, lastDate=1727586000000, visible=1, calendar_id=1, hasExtendedProperties=0, calendar_access_level=700, selfAttendeeStatus=0, version=3, allowedAvailability=0,1, eventColor_index=NULL, isOrganizer=1, _sync_id=NULL, event_image_type=NULL, calendar_color_index=NULL, _id=230, guestsCanInviteOthers=1, allowedAttendeeTypes=0,1,2, dtstart=1727582400000, guestsCanSeeGuests=1, sync_data9=NULL, sync_data8=NULL, exdate=NULL, sync_data7=NULL, sync_data6=NULL, sync_data1=NULL, event_create_source=0, description=NULL, eventTimezone=Asia/Shanghai, availability=0, title=泳课两节, ownerAccount=Phone, sync_data5=NULL, sync_data4=NULL, sync_data3=NULL, sync_data2=NULL, duration=NULL, event_calendar_type=0, lastSynced=0, guestsCanModify=0, cal_sync3=NULL, rdate=NULL, cal_sync2=NULL, maxReminders=5, isPrimary=1, cal_sync1=NULL, cal_sync10=NULL, account_name=Phone, cal_sync7=NULL, cal_sync6=NULL, cal_sync5=NULL, important_event_type=0, cal_sync4=NULL, calendar_color=-12213274, cal_sync9=NULL, cal_sync8=NULL, dirty=0, calendar_timezone=Asia/Shanghai, accessLevel=0, eventLocation=NULL, location_latitude=NULL, event_uuid=a18d8093-7efc-4355-85c1-809568664bc7, hasAlarm=1, uid2445=NULL, third_party_phone_syncid=NULL, deleted=0, eventColor=NULL, organizer=Phone, eventStatus=1, customAppUri=NULL, canModifyTimeZone=1, eventEndTimezone=NULL, customAppPackage=NULL, original_sync_id=NULL, hasAttendeeData=1, displayColor=-12213274, dtend=1727586000000, original_id=NULL, attachment_count=0, sync_data10=FpcyHtV709_g2LyrcZnBAnKzY2KxvdOJ4, calendar_displayName=Phone
